Time	Node	AppId	SeqNo	Type	DelayS	DelayUS	RetxCount	HopCount
1.75766	0	0	17	FullDelay	0.057664	57664	1	2
1.85766	0	0	18	LastDelay	0.057664	57664	1	2
1.85766	0	0	18	FullDelay	0.057664	57664	1	2
1.95766	0	0	19	LastDelay	0.057664	57664	1	2
1.95766	0	0	19	FullDelay	0.057664	57664	1	2
2.05766	0	0	20	LastDelay	0.057664	57664	1	2
2.05766	0	0	20	FullDelay	0.057664	57664	1	2
2.15766	0	0	21	LastDelay	0.057664	57664	1	2
2.15766	0	0	21	FullDelay	0.057664	57664	1	2
2.25766	0	0	22	LastDelay	0.057664	57664	1	2
2.25766	0	0	22	FullDelay	0.057664	57664	1	2
2.35766	0	0	23	LastDelay	0.057664	57664	1	2
2.35766	0	0	23	FullDelay	0.057664	57664	1	2
2.45766	0	0	24	LastDelay	0.057664	57664	1	2
2.45766	0	0	24	FullDelay	0.057664	57664	1	2
2.55766	0	0	25	LastDelay	0.057664	57664	1	2
2.55766	0	0	25	FullDelay	0.057664	57664	1	2
2.65766	0	0	26	LastDelay	0.057664	57664	1	2
2.65766	0	0	26	FullDelay	0.057664	57664	1	2
2.75766	0	0	27	LastDelay	0.057664	57664	1	2
2.75766	0	0	27	FullDelay	0.057664	57664	1	2
2.85766	0	0	28	LastDelay	0.057664	57664	1	2
2.85766	0	0	28	FullDelay	0.057664	57664	1	2
2.95766	0	0	29	LastDelay	0.057664	57664	1	2
2.95766	0	0	29	FullDelay	0.057664	57664	1	2
3.05766	0	0	30	LastDelay	0.057664	57664	1	2
3.05766	0	0	30	FullDelay	0.057664	57664	1	2
3.15766	0	0	31	LastDelay	0.057664	57664	1	2
3.15766	0	0	31	FullDelay	0.057664	57664	1	2
3.25766	0	0	32	LastDelay	0.057664	57664	1	2
3.25766	0	0	32	FullDelay	0.057664	57664	1	2
3.35766	0	0	33	LastDelay	0.057664	57664	1	2
3.35766	0	0	33	FullDelay	0.057664	57664	1	2
3.45766	0	0	34	LastDelay	0.057664	57664	1	2
3.45766	0	0	34	FullDelay	0.057664	57664	1	2
3.55766	0	0	35	LastDelay	0.057664	57664	1	2
3.55766	0	0	35	FullDelay	0.057664	57664	1	2
3.65766	0	0	36	LastDelay	0.057664	57664	1	2
3.65766	0	0	36	FullDelay	0.057664	57664	1	2
3.75766	0	0	37	LastDelay	0.057664	57664	1	2
3.75766	0	0	37	FullDelay	0.057664	57664	1	2
3.85766	0	0	38	LastDelay	0.057664	57664	1	2
3.85766	0	0	38	FullDelay	0.057664	57664	1	2
3.95766	0	0	39	LastDelay	0.057664	57664	1	2
3.95766	0	0	39	FullDelay	0.057664	57664	1	2
4.05766	0	0	40	LastDelay	0.057664	57664	1	2
4.05766	0	0	40	FullDelay	0.057664	57664	1	2
4.15766	0	0	41	LastDelay	0.057664	57664	1	2
4.15766	0	0	41	FullDelay	0.057664	57664	1	2
4.25766	0	0	42	LastDelay	0.057664	57664	1	2
4.25766	0	0	42	FullDelay	0.057664	57664	1	2
4.35766	0	0	43	LastDelay	0.057664	57664	1	2
4.35766	0	0	43	FullDelay	0.057664	57664	1	2
4.45766	0	0	44	LastDelay	0.057664	57664	1	2
4.45766	0	0	44	FullDelay	0.057664	57664	1	2
4.55766	0	0	45	LastDelay	0.057664	57664	1	2
4.55766	0	0	45	FullDelay	0.057664	57664	1	2
4.65766	0	0	46	LastDelay	0.057664	57664	1	2
4.65766	0	0	46	FullDelay	0.057664	57664	1	2
4.75766	0	0	47	LastDelay	0.057664	57664	1	2
4.75766	0	0	47	FullDelay	0.057664	57664	1	2
4.85766	0	0	48	LastDelay	0.057664	57664	1	2
4.85766	0	0	48	FullDelay	0.057664	57664	1	2
4.95766	0	0	49	LastDelay	0.057664	57664	1	2
4.95766	0	0	49	FullDelay	0.057664	57664	1	2
5.05766	0	0	50	LastDelay	0.057664	57664	1	2
5.05766	0	0	50	FullDelay	0.057664	57664	1	2
5.15766	0	0	51	LastDelay	0.057664	57664	1	2
5.15766	0	0	51	FullDelay	0.057664	57664	1	2
5.25766	0	0	52	LastDelay	0.057664	57664	1	2
5.25766	0	0	52	FullDelay	0.057664	57664	1	2
5.35766	0	0	53	LastDelay	0.057664	57664	1	2
5.35766	0	0	53	FullDelay	0.057664	57664	1	2
5.45766	0	0	54	LastDelay	0.057664	57664	1	2
5.45766	0	0	54	FullDelay	0.057664	57664	1	2
5.55766	0	0	55	LastDelay	0.057664	57664	1	2
5.55766	0	0	55	FullDelay	0.057664	57664	1	2
5.65766	0	0	56	LastDelay	0.057664	57664	1	2
5.65766	0	0	56	FullDelay	0.057664	57664	1	2
5.75766	0	0	57	LastDelay	0.057664	57664	1	2
5.75766	0	0	57	FullDelay	0.057664	57664	1	2
5.85766	0	0	58	LastDelay	0.057664	57664	1	2
5.85766	0	0	58	FullDelay	0.057664	57664	1	2
5.95766	0	0	59	LastDelay	0.057664	57664	1	2
5.95766	0	0	59	FullDelay	0.057664	57664	1	2
6.05766	0	0	60	LastDelay	0.057664	57664	1	2
6.05766	0	0	60	FullDelay	0.057664	57664	1	2
6.15766	0	0	61	LastDelay	0.057664	57664	1	2
6.15766	0	0	61	FullDelay	0.057664	57664	1	2
6.25766	0	0	62	LastDelay	0.057664	57664	1	2
6.25766	0	0	62	FullDelay	0.057664	57664	1	2
6.35766	0	0	63	LastDelay	0.057664	57664	1	2
6.35766	0	0	63	FullDelay	0.057664	57664	1	2
6.45766	0	0	64	LastDelay	0.057664	57664	1	2
6.45766	0	0	64	FullDelay	0.057664	57664	1	2
6.55766	0	0	65	LastDelay	0.057664	57664	1	2
6.55766	0	0	65	FullDelay	0.057664	57664	1	2
6.65766	0	0	66	LastDelay	0.057664	57664	1	2
6.65766	0	0	66	FullDelay	0.057664	57664	1	2
6.75766	0	0	67	LastDelay	0.057664	57664	1	2
6.75766	0	0	67	FullDelay	0.057664	57664	1	2
6.85766	0	0	68	LastDelay	0.057664	57664	1	2
6.85766	0	0	68	FullDelay	0.057664	57664	1	2
6.95766	0	0	69	LastDelay	0.057664	57664	1	2
6.95766	0	0	69	FullDelay	0.057664	57664	1	2
7.05766	0	0	70	LastDelay	0.057664	57664	1	2
7.05766	0	0	70	FullDelay	0.057664	57664	1	2
7.15766	0	0	71	LastDelay	0.057664	57664	1	2
7.15766	0	0	71	FullDelay	0.057664	57664	1	2
7.25766	0	0	72	LastDelay	0.057664	57664	1	2
7.25766	0	0	72	FullDelay	0.057664	57664	1	2
7.35766	0	0	73	LastDelay	0.057664	57664	1	2
7.35766	0	0	73	FullDelay	0.057664	57664	1	2
7.45766	0	0	74	LastDelay	0.057664	57664	1	2
7.45766	0	0	74	FullDelay	0.057664	57664	1	2
7.55766	0	0	75	LastDelay	0.057664	57664	1	2
7.55766	0	0	75	FullDelay	0.057664	57664	1	2
7.65766	0	0	76	LastDelay	0.057664	57664	1	2
7.65766	0	0	76	FullDelay	0.057664	57664	1	2
7.75766	0	0	77	LastDelay	0.057664	57664	1	2
7.75766	0	0	77	FullDelay	0.057664	57664	1	2
7.85766	0	0	78	LastDelay	0.057664	57664	1	2
7.85766	0	0	78	FullDelay	0.057664	57664	1	2
7.95766	0	0	79	LastDelay	0.057664	57664	1	2
7.95766	0	0	79	FullDelay	0.057664	57664	1	2
8.05766	0	0	80	LastDelay	0.057664	57664	1	2
8.05766	0	0	80	FullDelay	0.057664	57664	1	2
8.15766	0	0	81	LastDelay	0.057664	57664	1	2
8.15766	0	0	81	FullDelay	0.057664	57664	1	2
8.25766	0	0	82	LastDelay	0.057664	57664	1	2
8.25766	0	0	82	FullDelay	0.057664	57664	1	2
8.35766	0	0	83	LastDelay	0.057664	57664	1	2
8.35766	0	0	83	FullDelay	0.057664	57664	1	2
8.45766	0	0	84	LastDelay	0.057664	57664	1	2
8.45766	0	0	84	FullDelay	0.057664	57664	1	2
8.55766	0	0	85	LastDelay	0.057664	57664	1	2
8.55766	0	0	85	FullDelay	0.057664	57664	1	2
8.65766	0	0	86	LastDelay	0.057664	57664	1	2
8.65766	0	0	86	FullDelay	0.057664	57664	1	2
8.75766	0	0	87	LastDelay	0.057664	57664	1	2
8.75766	0	0	87	FullDelay	0.057664	57664	1	2
8.85766	0	0	88	LastDelay	0.057664	57664	1	2
8.85766	0	0	88	FullDelay	0.057664	57664	1	2
8.95766	0	0	89	LastDelay	0.057664	57664	1	2
8.95766	0	0	89	FullDelay	0.057664	57664	1	2
9.05766	0	0	90	LastDelay	0.057664	57664	1	2
9.05766	0	0	90	FullDelay	0.057664	57664	1	2
9.15766	0	0	91	LastDelay	0.057664	57664	1	2
9.15766	0	0	91	FullDelay	0.057664	57664	1	2
9.25766	0	0	92	LastDelay	0.057664	57664	1	2
9.25766	0	0	92	FullDelay	0.057664	57664	1	2
9.35766	0	0	93	LastDelay	0.057664	57664	1	2
9.35766	0	0	93	FullDelay	0.057664	57664	1	2
9.45766	0	0	94	LastDelay	0.057664	57664	1	2
9.45766	0	0	94	FullDelay	0.057664	57664	1	2
9.55766	0	0	95	LastDelay	0.057664	57664	1	2
9.55766	0	0	95	FullDelay	0.057664	57664	1	2
9.65766	0	0	96	LastDelay	0.057664	57664	1	2
9.65766	0	0	96	FullDelay	0.057664	57664	1	2
9.75766	0	0	97	LastDelay	0.057664	57664	1	2
9.75766	0	0	97	FullDelay	0.057664	57664	1	2
9.85766	0	0	98	LastDelay	0.057664	57664	1	2
9.85766	0	0	98	FullDelay	0.057664	57664	1	2
9.95766	0	0	99	LastDelay	0.057664	57664	1	2
9.95766	0	0	99	FullDelay	0.057664	57664	1	2
10.0577	0	0	100	LastDelay	0.057664	57664	1	2
10.0577	0	0	100	FullDelay	0.057664	57664	1	2
10.1577	0	0	101	LastDelay	0.057664	57664	1	2
10.1577	0	0	101	FullDelay	0.057664	57664	1	2
10.2577	0	0	102	LastDelay	0.057664	57664	1	2
10.2577	0	0	102	FullDelay	0.057664	57664	1	2
10.3577	0	0	103	LastDelay	0.057664	57664	1	2
10.3577	0	0	103	FullDelay	0.057664	57664	1	2
10.4577	0	0	104	LastDelay	0.057664	57664	1	2
10.4577	0	0	104	FullDelay	0.057664	57664	1	2
10.5577	0	0	105	LastDelay	0.057664	57664	1	2
10.5577	0	0	105	FullDelay	0.057664	57664	1	2
10.6577	0	0	106	LastDelay	0.057664	57664	1	2
10.6577	0	0	106	FullDelay	0.057664	57664	1	2
10.7577	0	0	107	LastDelay	0.057664	57664	1	2
10.7577	0	0	107	FullDelay	0.057664	57664	1	2
10.8577	0	0	108	LastDelay	0.057664	57664	1	2
10.8577	0	0	108	FullDelay	0.057664	57664	1	2
10.9577	0	0	109	LastDelay	0.057664	57664	1	2
10.9577	0	0	109	FullDelay	0.057664	57664	1	2
11.0577	0	0	110	LastDelay	0.057664	57664	1	2
11.0577	0	0	110	FullDelay	0.057664	57664	1	2
11.1577	0	0	111	LastDelay	0.057664	57664	1	2
11.1577	0	0	111	FullDelay	0.057664	57664	1	2
11.2577	0	0	112	LastDelay	0.057664	57664	1	2
11.2577	0	0	112	FullDelay	0.057664	57664	1	2
11.3577	0	0	113	LastDelay	0.057664	57664	1	2
11.3577	0	0	113	FullDelay	0.057664	57664	1	2
11.4577	0	0	114	LastDelay	0.057664	57664	1	2
11.4577	0	0	114	FullDelay	0.057664	57664	1	2
11.5577	0	0	115	LastDelay	0.057664	57664	1	2
11.5577	0	0	115	FullDelay	0.057664	57664	1	2
11.6577	0	0	116	LastDelay	0.057664	57664	1	2
11.6577	0	0	116	FullDelay	0.057664	57664	1	2
11.7577	0	0	117	LastDelay	0.057664	57664	1	2
11.7577	0	0	117	FullDelay	0.057664	57664	1	2
11.8577	0	0	118	LastDelay	0.057664	57664	1	2
11.8577	0	0	118	FullDelay	0.057664	57664	1	2
11.9577	0	0	119	LastDelay	0.057664	57664	1	2
11.9577	0	0	119	FullDelay	0.057664	57664	1	2
12.0577	0	0	120	LastDelay	0.057664	57664	1	2
12.0577	0	0	120	FullDelay	0.057664	57664	1	2
12.1577	0	0	121	LastDelay	0.057664	57664	1	2
12.1577	0	0	121	FullDelay	0.057664	57664	1	2
12.2577	0	0	122	LastDelay	0.057664	57664	1	2
12.2577	0	0	122	FullDelay	0.057664	57664	1	2
12.3577	0	0	123	LastDelay	0.057664	57664	1	2
12.3577	0	0	123	FullDelay	0.057664	57664	1	2
12.4577	0	0	124	LastDelay	0.057664	57664	1	2
12.4577	0	0	124	FullDelay	0.057664	57664	1	2
12.5577	0	0	125	LastDelay	0.057664	57664	1	2
12.5577	0	0	125	FullDelay	0.057664	57664	1	2
12.6577	0	0	126	LastDelay	0.057664	57664	1	2
12.6577	0	0	126	FullDelay	0.057664	57664	1	2
12.7577	0	0	127	LastDelay	0.057664	57664	1	2
12.7577	0	0	127	FullDelay	0.057664	57664	1	2
12.8577	0	0	128	LastDelay	0.057664	57664	1	2
12.8577	0	0	128	FullDelay	0.057664	57664	1	2
12.9577	0	0	129	LastDelay	0.057664	57664	1	2
12.9577	0	0	129	FullDelay	0.057664	57664	1	2
13.0577	0	0	130	LastDelay	0.057664	57664	1	2
13.0577	0	0	130	FullDelay	0.057664	57664	1	2
13.1577	0	0	131	LastDelay	0.057664	57664	1	2
13.1577	0	0	131	FullDelay	0.057664	57664	1	2
13.2577	0	0	132	LastDelay	0.057664	57664	1	2
13.2577	0	0	132	FullDelay	0.057664	57664	1	2
13.3577	0	0	133	LastDelay	0.057664	57664	1	2
13.3577	0	0	133	FullDelay	0.057664	57664	1	2
13.4577	0	0	134	LastDelay	0.057664	57664	1	2
13.4577	0	0	134	FullDelay	0.057664	57664	1	2
13.5577	0	0	135	LastDelay	0.057664	57664	1	2
13.5577	0	0	135	FullDelay	0.057664	57664	1	2
13.6577	0	0	136	LastDelay	0.057664	57664	1	2
13.6577	0	0	136	FullDelay	0.057664	57664	1	2
13.7577	0	0	137	LastDelay	0.057664	57664	1	2
13.7577	0	0	137	FullDelay	0.057664	57664	1	2
13.8577	0	0	138	LastDelay	0.057664	57664	1	2
13.8577	0	0	138	FullDelay	0.057664	57664	1	2
13.9577	0	0	139	LastDelay	0.057664	57664	1	2
13.9577	0	0	139	FullDelay	0.057664	57664	1	2
14.0577	0	0	140	LastDelay	0.057664	57664	1	2
14.0577	0	0	140	FullDelay	0.057664	57664	1	2
14.1577	0	0	141	LastDelay	0.057664	57664	1	2
14.1577	0	0	141	FullDelay	0.057664	57664	1	2
14.2577	0	0	142	LastDelay	0.057664	57664	1	2
14.2577	0	0	142	FullDelay	0.057664	57664	1	2
14.3577	0	0	143	LastDelay	0.057664	57664	1	2
14.3577	0	0	143	FullDelay	0.057664	57664	1	2
14.4577	0	0	144	LastDelay	0.057664	57664	1	2
14.4577	0	0	144	FullDelay	0.057664	57664	1	2
14.5577	0	0	145	LastDelay	0.057664	57664	1	2
14.5577	0	0	145	FullDelay	0.057664	57664	1	2
14.6577	0	0	146	LastDelay	0.057664	57664	1	2
14.6577	0	0	146	FullDelay	0.057664	57664	1	2
14.7577	0	0	147	LastDelay	0.057664	57664	1	2
14.7577	0	0	147	FullDelay	0.057664	57664	1	2
14.8577	0	0	148	LastDelay	0.057664	57664	1	2
14.8577	0	0	148	FullDelay	0.057664	57664	1	2
14.9577	0	0	149	LastDelay	0.057664	57664	1	2
14.9577	0	0	149	FullDelay	0.057664	57664	1	2
15.0577	0	0	150	LastDelay	0.057664	57664	1	2
15.0577	0	0	150	FullDelay	0.057664	57664	1	2
15.1577	0	0	151	LastDelay	0.057664	57664	1	2
15.1577	0	0	151	FullDelay	0.057664	57664	1	2
15.2577	0	0	152	LastDelay	0.057664	57664	1	2
15.2577	0	0	152	FullDelay	0.057664	57664	1	2
15.3577	0	0	153	LastDelay	0.057664	57664	1	2
15.3577	0	0	153	FullDelay	0.057664	57664	1	2
15.4577	0	0	154	LastDelay	0.057664	57664	1	2
15.4577	0	0	154	FullDelay	0.057664	57664	1	2
15.5577	0	0	155	LastDelay	0.057664	57664	1	2
15.5577	0	0	155	FullDelay	0.057664	57664	1	2
15.6577	0	0	156	LastDelay	0.057664	57664	1	2
15.6577	0	0	156	FullDelay	0.057664	57664	1	2
15.7577	0	0	157	LastDelay	0.057664	57664	1	2
15.7577	0	0	157	FullDelay	0.057664	57664	1	2
15.8577	0	0	158	LastDelay	0.057664	57664	1	2
15.8577	0	0	158	FullDelay	0.057664	57664	1	2
15.9577	0	0	159	LastDelay	0.057664	57664	1	2
15.9577	0	0	159	FullDelay	0.057664	57664	1	2
16.0577	0	0	160	LastDelay	0.057664	57664	1	2
16.0577	0	0	160	FullDelay	0.057664	57664	1	2
16.1577	0	0	161	LastDelay	0.057664	57664	1	2
16.1577	0	0	161	FullDelay	0.057664	57664	1	2
16.2577	0	0	162	LastDelay	0.057664	57664	1	2
16.2577	0	0	162	FullDelay	0.057664	57664	1	2
16.3577	0	0	163	LastDelay	0.057664	57664	1	2
16.3577	0	0	163	FullDelay	0.057664	57664	1	2
16.4577	0	0	164	LastDelay	0.057664	57664	1	2
16.4577	0	0	164	FullDelay	0.057664	57664	1	2
16.5577	0	0	165	LastDelay	0.057664	57664	1	2
16.5577	0	0	165	FullDelay	0.057664	57664	1	2
16.6577	0	0	166	LastDelay	0.057664	57664	1	2
16.6577	0	0	166	FullDelay	0.057664	57664	1	2
16.7577	0	0	167	LastDelay	0.057664	57664	1	2
16.7577	0	0	167	FullDelay	0.057664	57664	1	2
16.8577	0	0	168	LastDelay	0.057664	57664	1	2
16.8577	0	0	168	FullDelay	0.057664	57664	1	2
16.9577	0	0	169	LastDelay	0.057664	57664	1	2
16.9577	0	0	169	FullDelay	0.057664	57664	1	2
17.0577	0	0	170	LastDelay	0.057664	57664	1	2
17.0577	0	0	170	FullDelay	0.057664	57664	1	2
17.1577	0	0	171	LastDelay	0.057664	57664	1	2
17.1577	0	0	171	FullDelay	0.057664	57664	1	2
17.2577	0	0	172	LastDelay	0.057664	57664	1	2
17.2577	0	0	172	FullDelay	0.057664	57664	1	2
17.3577	0	0	173	LastDelay	0.057664	57664	1	2
17.3577	0	0	173	FullDelay	0.057664	57664	1	2
17.4577	0	0	174	LastDelay	0.057664	57664	1	2
17.4577	0	0	174	FullDelay	0.057664	57664	1	2
17.5577	0	0	175	LastDelay	0.057664	57664	1	2
17.5577	0	0	175	FullDelay	0.057664	57664	1	2
17.6577	0	0	176	LastDelay	0.057664	57664	1	2
17.6577	0	0	176	FullDelay	0.057664	57664	1	2
17.7577	0	0	177	LastDelay	0.057664	57664	1	2
17.7577	0	0	177	FullDelay	0.057664	57664	1	2
17.8577	0	0	178	LastDelay	0.057664	57664	1	2
17.8577	0	0	178	FullDelay	0.057664	57664	1	2
17.9577	0	0	179	LastDelay	0.057664	57664	1	2
17.9577	0	0	179	FullDelay	0.057664	57664	1	2
18.0577	0	0	180	LastDelay	0.057664	57664	1	2
18.0577	0	0	180	FullDelay	0.057664	57664	1	2
18.1577	0	0	181	LastDelay	0.057664	57664	1	2
18.1577	0	0	181	FullDelay	0.057664	57664	1	2
18.2577	0	0	182	LastDelay	0.057664	57664	1	2
18.2577	0	0	182	FullDelay	0.057664	57664	1	2
18.3577	0	0	183	LastDelay	0.057664	57664	1	2
18.3577	0	0	183	FullDelay	0.057664	57664	1	2
18.4577	0	0	184	LastDelay	0.057664	57664	1	2
18.4577	0	0	184	FullDelay	0.057664	57664	1	2
18.5577	0	0	185	LastDelay	0.057664	57664	1	2
18.5577	0	0	185	FullDelay	0.057664	57664	1	2
18.6577	0	0	186	LastDelay	0.057664	57664	1	2
18.6577	0	0	186	FullDelay	0.057664	57664	1	2
18.7577	0	0	187	LastDelay	0.057664	57664	1	2
18.7577	0	0	187	FullDelay	0.057664	57664	1	2
18.8577	0	0	188	LastDelay	0.057664	57664	1	2
18.8577	0	0	188	FullDelay	0.057664	57664	1	2
18.9577	0	0	189	LastDelay	0.057664	57664	1	2
18.9577	0	0	189	FullDelay	0.057664	57664	1	2
19.0577	0	0	190	LastDelay	0.057664	57664	1	2
19.0577	0	0	190	FullDelay	0.057664	57664	1	2
19.1577	0	0	191	LastDelay	0.057664	57664	1	2
19.1577	0	0	191	FullDelay	0.057664	57664	1	2
19.2577	0	0	192	LastDelay	0.057664	57664	1	2
19.2577	0	0	192	FullDelay	0.057664	57664	1	2
19.3577	0	0	193	LastDelay	0.057664	57664	1	2
19.3577	0	0	193	FullDelay	0.057664	57664	1	2
19.4577	0	0	194	LastDelay	0.057664	57664	1	2
19.4577	0	0	194	FullDelay	0.057664	57664	1	2
19.5577	0	0	195	LastDelay	0.057664	57664	1	2
19.5577	0	0	195	FullDelay	0.057664	57664	1	2
19.6577	0	0	196	LastDelay	0.057664	57664	1	2
19.6577	0	0	196	FullDelay	0.057664	57664	1	2
19.7577	0	0	197	LastDelay	0.057664	57664	1	2
19.7577	0	0	197	FullDelay	0.057664	57664	1	2
19.8577	0	0	198	LastDelay	0.057664	57664	1	2
19.8577	0	0	198	FullDelay	0.057664	57664	1	2
19.9577	0	0	199	LastDelay	0.057664	57664	1	2
19.9577	0	0	199	FullDelay	0.057664	57664	1	2
